label,nop_total,1B_R,2B_R,3B_R,4B_R,5B_R,6B_R,7B_R,8B_R,9B_R,10B_V,11B_V,12B_V,13B_V,14B_V,15B_V,OTHERS
clang,0.020605778913936015,0.07706766917293233,0.12969924812030076,0.13533834586466165,0.08270676691729323,0.06015037593984962,0.07518796992481203,0.03195488721804511,0.04887218045112782,0.045112781954887216,0.31390977443609025,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.012626262626262626,0.46,0.04,0.02,0.08,0.06,0.04,0.08,0.08,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.009021139087114582,0.5970149253731343,0.029850746268656716,0.014925373134328358,0.05970149253731343,0.04477611940298507,0.029850746268656716,0.05970149253731343,0.05970149253731343,0.029850746268656716,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.04396064475612309,0.09523809523809523,0.06190476190476191,0.18571428571428572,0.0761904761904762,0.08095238095238096,0.08095238095238096,0.0380952380952381,0.05714285714285714,0.06190476190476191,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.02358771799075868,0.21011058451816747,0.037914691943127965,0.05687203791469194,0.04107424960505529,0.0679304897314376,0.04897314375987362,0.17535545023696683,0.15639810426540285,0.07424960505529225,0.03949447077409163,0.00631911532385466,0.00315955766192733,0.020537124802527645,0.001579778830963665,0.06003159557661927,0.0
gcc,0.0032340425531914895,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.0,0.05263157894736842,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.019801680875506378,0.20916030534351146,0.0366412213740458,0.05648854961832061,0.04580152671755725,0.07022900763358779,0.051908396946564885,0.17709923664122137,0.15725190839694655,0.0732824427480916,0.03358778625954199,0.0061068702290076335,0.0030534351145038168,0.01984732824427481,0.0015267175572519084,0.05801526717557252,0.0
gcc,0.03710575139146568,0.09615384615384616,0.06153846153846154,0.08076923076923077,0.1076923076923077,0.12307692307692308,0.12692307692307692,0.10384615384615385,0.06923076923076923,0.05,0.18076923076923077,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.008734854888701042,0.16129032258064516,0.0967741935483871,0.2903225806451613,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03466009535544008,0.10200927357032458,0.06491499227202473,0.10664605873261206,0.11591962905718702,0.10200927357032458,0.07573415765069552,0.03863987635239567,0.05255023183925812,0.02472952086553323,0.3168469860896445,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03484974958263773,0.07784431137724551,0.09580838323353294,0.07784431137724551,0.16766467065868262,0.11377245508982035,0.0658682634730539,0.011976047904191617,0.0658682634730539,0.017964071856287425,0.30538922155688625,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.04581142404379457,0.09433962264150944,0.0770440251572327,0.09905660377358491,0.13050314465408805,0.11006289308176101,0.11635220125786164,0.1179245283018868,0.055031446540880505,0.06761006289308176,0.1320754716981132,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03527380365071534,0.06293706293706294,0.1048951048951049,0.08391608391608392,0.14685314685314685,0.13986013986013987,0.06293706293706294,0.0,0.04895104895104895,0.02097902097902098,0.32867132867132864,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.012813667912439935,0.7916666666666666,0.013888888888888888,0.013888888888888888,0.041666666666666664,0.041666666666666664,0.027777777777777776,0.0,0.013888888888888888,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.012797724848915748,0.7916666666666666,0.013888888888888888,0.0,0.041666666666666664,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03017025538307461,0.07883817427385892,0.0912863070539419,0.08298755186721991,0.13692946058091288,0.12033195020746888,0.058091286307053944,0.012448132780082987,0.06224066390041494,0.03319502074688797,0.3236514522821577,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.022658556539679152,0.21036106750392464,0.03610675039246468,0.059654631083202514,0.0423861852433281,0.06907378335949764,0.05023547880690738,0.17425431711145997,0.15698587127158556,0.07378335949764521,0.03610675039246468,0.006279434850863423,0.0031397174254317113,0.02040816326530612,0.0015698587127158557,0.059654631083202514,0.0
icc,0.023169469137124702,0.20647149460708783,0.03697996918335902,0.05546995377503852,0.04776579352850539,0.06933744221879815,0.05084745762711865,0.1802773497688752,0.15408320493066255,0.07395993836671803,0.03543913713405239,0.0061633281972265025,0.0030816640986132513,0.020030816640986132,0.0015408320493066256,0.05855161787365177,0.0
clang,0.033974711379879056,0.06472491909385113,0.07766990291262135,0.09385113268608414,0.1262135922330097,0.11974110032362459,0.07119741100323625,0.022653721682847898,0.061488673139158574,0.05177993527508091,0.3106796116504854,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.04914196567862714,0.1111111111111111,0.07407407407407407,0.14814814814814814,0.10582010582010581,0.06349206349206349,0.06878306878306878,0.042328042328042326,0.05291005291005291,0.07407407407407407,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.032460732984293195,0.04838709677419355,0.12365591397849462,0.10215053763440861,0.13978494623655913,0.12903225806451613,0.053763440860215055,0.010752688172043012,0.043010752688172046,0.03225806451612903,0.3172043010752688,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.025597269624573378,0.1111111111111111,0.07407407407407407,0.14074074074074075,0.1037037037037037,0.0962962962962963,0.05185185185185185,0.014814814814814815,0.07407407407407407,0.05185185185185185,0.2814814814814815,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.01954831753957896,0.20174165457184326,0.036284470246734396,0.05660377358490566,0.04354136429608128,0.07547169811320754,0.04934687953555878,0.19013062409288825,0.15820029027576196,0.07111756168359942,0.033381712626995644,0.005805515239477504,0.002902757619738752,0.018867924528301886,0.001451378809869376,0.055152394775036286,0.0
icc,0.011307565789473685,0.4727272727272727,0.05454545454545454,0.01818181818181818,0.07272727272727272,0.05454545454545454,0.03636363636363636,0.07272727272727272,0.07272727272727272,0.03636363636363636,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.01375,0.5606060606060606,0.045454545454545456,0.015151515151515152,0.07575757575757576,0.045454545454545456,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.022331898211347966,0.2084639498432602,0.03605015673981191,0.05642633228840126,0.04075235109717868,0.07210031347962383,0.05329153605015674,0.17398119122257052,0.15830721003134796,0.07366771159874608,0.03605015673981191,0.006269592476489028,0.003134796238244514,0.02037617554858934,0.001567398119122257,0.05956112852664577,0.0
icc,0.004960428045925761,0.8202247191011236,0.02247191011235955,0.0,0.033707865168539325,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.06741573033707865,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.005738880918220947,0.546875,0.046875,0.015625,0.078125,0.046875,0.03125,0.0625,0.0625,0.03125,0.078125,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.005831250743781983,0.20408163265306123,0.2653061224489796,0.24489795918367346,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.0,0.02040816326530612,0.0,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.006896551724137931,0.8431372549019608,0.0196078431372549,0.0,0.0392156862745098,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.049019607843137254,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.043873152709359604,0.09824561403508772,0.07017543859649122,0.08947368421052632,0.11403508771929824,0.12280701754385964,0.11578947368421053,0.12982456140350876,0.05789473684210526,0.05964912280701754,0.14210526315789473,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.010634208840486867,0.8192771084337349,0.012048192771084338,0.0,0.03614457831325301,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.02266850848298091,0.2078125,0.0359375,0.05625,0.0453125,0.06875,0.0515625,0.171875,0.1578125,0.0734375,0.040625,0.00625,0.003125,0.0203125,0.0015625,0.059375,0.0
gcc,0.011179828734538535,0.8297872340425532,0.0,0.010638297872340425,0.031914893617021274,0.0425531914893617,0.02127659574468085,0.0,0.010638297872340425,0.0,0.05319148936170213,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.023575349025675027,0.2078125,0.0359375,0.0578125,0.0421875,0.0703125,0.053125,0.175,0.153125,0.075,0.0390625,0.00625,0.003125,0.0203125,0.0015625,0.059375,0.0
icc,0.019767441860465116,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.012638537818393934,0.7538461538461538,0.015384615384615385,0.015384615384615385,0.046153846153846156,0.06153846153846154,0.03076923076923077,0.0,0.015384615384615385,0.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.0038022813688212928,0.2692307692307692,0.21153846153846154,0.2692307692307692,0.057692307692307696,0.057692307692307696,0.038461538461538464,0.0,0.019230769230769232,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.003037569944044764,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.05263157894736842,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.022222991450032883,0.2071651090342679,0.037383177570093455,0.05451713395638629,0.045171339563862926,0.07320872274143302,0.0514018691588785,0.17757009345794392,0.1557632398753894,0.07320872274143302,0.03426791277258567,0.006230529595015576,0.003115264797507788,0.020249221183800622,0.001557632398753894,0.059190031152647975,0.0
icc,0.019262925556818942,0.16666666666666666,0.041666666666666664,0.0625,0.061342592592592594,0.08564814814814815,0.05092592592592592,0.21064814814814814,0.15856481481481483,0.06597222222222222,0.028935185185185185,0.004629629629629629,0.0023148148148148147,0.015046296296296295,0.0011574074074074073,0.04398148148148148,0.0
clang,0.03540587219343696,0.06707317073170732,0.08536585365853659,0.08536585365853659,0.15853658536585366,0.12195121951219512,0.06097560975609756,0.018292682926829267,0.054878048780487805,0.04878048780487805,0.29878048780487804,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.011190817790530846,0.20512820512820512,0.20512820512820512,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.0,0.02564102564102564,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.04745283018867925,0.0775347912524851,0.0636182902584493,0.14314115308151093,0.11928429423459244,0.11928429423459244,0.12326043737574553,0.09542743538767395,0.05765407554671968,0.06759443339960239,0.13320079522862824,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.05894929749541845,0.08290155440414508,0.07772020725388601,0.10880829015544041,0.13989637305699482,0.10362694300518134,0.13471502590673576,0.06735751295336788,0.05181347150259067,0.046632124352331605,0.18652849740932642,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.010015814443858724,0.8508771929824561,0.008771929824561403,0.008771929824561403,0.02631578947368421,0.03508771929824561,0.017543859649122806,0.0,0.008771929824561403,0.0,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.011645379413974455,0.5483870967741935,0.03225806451612903,0.016129032258064516,0.08064516129032258,0.04838709677419355,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.08064516129032258,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.035920622959055515,0.06293706293706294,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.14685314685314685,0.055944055944055944,0.0,0.04895104895104895,0.02097902097902098,0.32867132867132864,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.005485640529202969,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.003020187569543793,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.0,0.05263157894736842,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.05663621708758732,0.08159392789373814,0.08159392789373814,0.1062618595825427,0.1252371916508539,0.1062618595825427,0.1062618595825427,0.09867172675521822,0.06261859582542695,0.06072106261859583,0.17077798861480076,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.022421730068937086,0.1644535240040858,0.027579162410623085,0.054136874361593465,0.03779366700715015,0.0745658835546476,0.054136874361593465,0.1807967313585291,0.16853932584269662,0.07967313585291114,0.04187946884576098,0.009193054136874362,0.0030643513789581204,0.02349336057201226,0.0030643513789581204,0.07763023493360573,0.0
gcc,0.05604938271604938,0.08370044052863436,0.09691629955947137,0.1013215859030837,0.12334801762114538,0.12334801762114538,0.11894273127753303,0.07488986784140969,0.05726872246696035,0.039647577092511016,0.18061674008810572,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.02388192538752503,0.20652173913043478,0.037267080745341616,0.05745341614906832,0.04192546583850932,0.06987577639751552,0.05124223602484472,0.18167701863354038,0.15062111801242237,0.07453416149068323,0.03881987577639751,0.006211180124223602,0.003105590062111801,0.020186335403726708,0.0015527950310559005,0.059006211180124224,0.0
gcc,0.055495103373231776,0.0784313725490196,0.09803921568627451,0.10784313725490197,0.1323529411764706,0.08823529411764706,0.13725490196078433,0.06862745098039216,0.049019607843137254,0.0392156862745098,0.20098039215686275,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.0022332506203473945,0.1111111111111111,0.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.021968338853270944,0.18948824343015214,0.04149377593360996,0.06085753803596127,0.05255878284923928,0.07745504840940526,0.04426002766251729,0.19640387275242047,0.15352697095435686,0.0677731673582296,0.035961272475795295,0.005532503457814661,0.0027662517289073307,0.017980636237897647,0.0013831258644536654,0.05255878284923928,0.0
icc,0.019801680875506378,0.20916030534351146,0.0366412213740458,0.05648854961832061,0.04580152671755725,0.07022900763358779,0.051908396946564885,0.17709923664122137,0.15725190839694655,0.0732824427480916,0.03358778625954199,0.0061068702290076335,0.0030534351145038168,0.01984732824427481,0.0015267175572519084,0.05801526717557252,0.0
icc,0.011558837694654038,0.8055555555555556,0.013888888888888888,0.0,0.041666666666666664,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.011658600967883855,0.4716981132075472,0.03773584905660377,0.018867924528301886,0.09433962264150944,0.05660377358490566,0.03773584905660377,0.07547169811320754,0.07547169811320754,0.03773584905660377,0.09433962264150944,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.004291845493562232,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.038303341902313624,0.06711409395973154,0.10067114093959731,0.087248322147651,0.1476510067114094,0.1342281879194631,0.06040268456375839,0.006711409395973154,0.04697986577181208,0.026845637583892617,0.3221476510067114,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.0346858215233288,0.0708955223880597,0.06716417910447761,0.12313432835820895,0.12313432835820895,0.1287313432835821,0.11567164179104478,0.11194029850746269,0.08768656716417911,0.05037313432835821,0.12126865671641791,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03819594302977989,0.07344632768361582,0.0903954802259887,0.0903954802259887,0.14124293785310735,0.10734463276836158,0.096045197740113,0.011299435028248588,0.04519774011299435,0.022598870056497175,0.3220338983050847,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.0251308371046444,0.16498993963782696,0.030181086519114688,0.05734406438631791,0.039235412474849095,0.07142857142857142,0.052313883299798795,0.17404426559356137,0.17404426559356137,0.079476861167002,0.04225352112676056,0.009054325955734407,0.0030181086519114686,0.023138832997987926,0.0030181086519114686,0.07645875251509054,0.0
icc,0.011469250543800673,0.5172413793103449,0.034482758620689655,0.017241379310344827,0.06896551724137931,0.05172413793103448,0.034482758620689655,0.06896551724137931,0.08620689655172414,0.034482758620689655,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.030039758503902225,0.06862745098039216,0.09313725490196079,0.09803921568627451,0.12254901960784313,0.10784313725490197,0.06372549019607843,0.0196078431372549,0.05392156862745098,0.049019607843137254,0.3235294117647059,0.0,0.0,0.0,0.0,0.0,0.0
gcc,0.04441993382131756,0.09480812641083522,0.07674943566591422,0.09706546275395034,0.11060948081264109,0.1038374717832957,0.12189616252821671,0.10609480812641084,0.05191873589164785,0.07223476297968397,0.16478555304740405,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03795413030241526,0.0748663101604278,0.0855614973262032,0.10160427807486631,0.12299465240641712,0.11764705882352941,0.0481283422459893,0.0053475935828877,0.058823529411764705,0.053475935828877004,0.3315508021390374,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.020383204239706482,0.20923076923076922,0.03538461538461538,0.05384615384615385,0.04153846153846154,0.07384615384615385,0.052307692307692305,0.18153846153846154,0.15538461538461537,0.07384615384615385,0.033846153846153845,0.006153846153846154,0.003076923076923077,0.02,0.0015384615384615385,0.05846153846153846,0.0
icc,0.023463727922930958,0.20684292379471228,0.03576982892690513,0.060653188180404355,0.04354587869362364,0.06687402799377916,0.04821150855365474,0.17573872472783825,0.15863141524105753,0.07309486780715396,0.04043545878693624,0.006220839813374806,0.003110419906687403,0.02021772939346812,0.0015552099533437014,0.05909797822706065,0.0
gcc,0.061444186816826764,0.08086253369272237,0.09164420485175202,0.10512129380053908,0.13746630727762804,0.09164420485175202,0.11859838274932614,0.07816711590296496,0.05390835579514825,0.0673854447439353,0.1752021563342318,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.01345860843067547,0.4716981132075472,0.03773584905660377,0.018867924528301886,0.07547169811320754,0.05660377358490566,0.03773584905660377,0.07547169811320754,0.09433962264150944,0.03773584905660377,0.09433962264150944,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.027473993064817286,0.10485436893203884,0.0912621359223301,0.07572815533980583,0.0970873786407767,0.1145631067961165,0.06407766990291262,0.015533980582524271,0.06601941747572816,0.04466019417475728,0.3262135922330097,0.0,0.0,0.0,0.0,0.0,0.0
